X, Y
1122.81,853.00
1262.11,1110.88
746.00,365.73
1105.06,521.40
1090.55,749.28
631.61,310.06
922.44,503.65
1221.28,1193.35
777.75,421.68
1315.79,1184.39
1372.69,879.28
714.70,308.64
999.16,371.24
1043.33,582.15
1091.00,1069.65
869.91,345.05
969.56,476.83
929.73,382.00
1153.81,648.55
1009.07,520.48
1231.92,1205.57
682.87,335.32
772.61,311.48
1210.83,792.47
1121.90,883.13
947.46,469.61
935.91,557.77
743.26,364.13
822.40,336.64
724.75,461.81
924.52,247.69
1265.32,1043.10
1123.57,892.14
844.35,415.66
942.14,755.90
703.92,254.06
603.32,366.59
1286.27,975.91
1170.14,1177.77
1242.42,1163.61
967.05,546.79
1023.33,730.45
971.91,369.97
737.94,329.81
953.71,299.34
858.57,368.04
920.06,421.77
768.67,320.39
1081.72,783.74
922.35,567.52
1090.93,533.61
873.26,166.34
994.04,447.00
523.76,277.12
1174.55,802.95
656.74,325.81
1019.16,543.99
846.94,319.74
809.11,332.70
703.28,292.28
1012.09,545.42
1152.48,786.78
860.64,425.21
1191.48,1237.73
560.67,287.22
1246.59,885.68
1296.81,1255.92
1128.72,1116.13
977.99,453.02
977.66,421.65
1342.36,1154.94
910.84,446.92
1261.17,1224.29
727.61,277.98
605.29,373.91
676.61,374.20
1310.44,1205.19
1210.48,1242.20
1260.05,1189.49
1154.92,976.99
1146.96,742.07
1103.14,952.15
1276.25,1244.91
622.62,314.07
758.84,362.94
863.84,222.20
1069.32,704.13
783.47,467.41
825.04,368.80
1086.98,699.89
1024.50,545.52
1033.87,794.51
880.48,681.48
842.24,306.11
1165.77,1057.80
1185.25,1092.99
1168.93,1315.66
1079.75,609.75
639.28,254.31
1112.84,625.68
970.44,684.73
1046.74,899.50
1049.18,1150.66
606.17,315.68
1106.53,1107.26
1071.55,834.43
924.78,559.93
902.04,317.71
1113.38,885.26
1143.40,629.36
1000.43,818.23
1331.88,1046.29
1043.36,631.29
874.37,639.08
636.13,278.63
817.33,461.45
1047.59,450.40
1130.84,1160.79
982.40,497.74
1035.86,553.14
851.28,609.97
849.81,442.40
1033.89,466.24
636.07,308.25
1223.55,899.43
910.27,599.11
1156.34,859.32
838.06,449.85
1064.00,842.86
832.83,329.45
1152.51,558.91
1255.34,866.85
1043.32,629.09
938.44,605.29
1098.57,701.28
1196.32,964.56
1071.92,658.45
1180.41,642.38
835.13,429.14
977.50,581.13
667.38,304.64
1283.57,1142.68
992.49,523.72
1251.90,795.42
1065.27,740.95
1222.49,933.20
1451.69,1039.09
865.59,451.28
665.04,271.90
936.88,369.01
958.66,476.04
1086.67,616.25
1267.52,875.11
1244.35,783.78
678.20,306.39
1069.53,574.44
880.98,552.82
945.17,552.83
1239.50,888.61
1122.47,863.01
1393.05,1075.64
1427.57,1230.30
1238.36,826.69
1039.31,1080.74
1050.82,373.39
831.26,297.64
933.51,610.46
1191.67,648.57
1084.42,819.63
687.26,260.81
644.98,351.06
1284.52,992.70
664.83,332.97
1075.92,771.22
1239.16,841.05
824.95,396.67
1173.09,965.68
1049.22,833.43
1050.92,632.57
953.63,401.02
1243.41,1213.63
1153.84,684.88
1254.09,1224.87
901.50,416.27
1338.34,984.06
1122.20,931.39
1037.61,864.19
1012.38,333.82
1244.03,1054.08
1053.66,949.57
1042.80,590.72
1238.48,1326.12
1104.30,800.65
1015.36,434.89
1106.32,807.35
925.91,459.70
1390.03,1101.74
1384.86,1133.82
1159.48,757.15
1345.73,1166.02
872.55,439.47
660.46,298.40
1083.93,529.46
689.92,308.81
689.16,282.04
723.69,317.13
677.70,327.28
1206.53,649.87
954.59,354.12
744.22,205.83
986.63,580.48
800.02,255.48
1195.22,1301.84
1023.42,811.95
1032.55,627.40
825.70,461.25
1268.91,1016.50
966.22,520.43
1145.26,1136.78
1151.63,755.57
1010.28,363.54
1040.45,624.93
894.96,282.64
1117.94,776.92
1223.30,685.23
1163.64,623.62
1133.26,996.42
778.42,226.90
811.33,403.70
772.16,253.61
1296.28,963.67
1158.81,843.14
980.01,251.15
919.74,715.97
758.91,450.25
862.13,364.25
673.44,274.59
1258.71,1106.00
763.44,373.29
966.43,381.22
1210.82,1075.72
1043.74,837.71
1016.74,854.15
913.96,470.58
1112.18,713.80
1053.40,309.71
1284.66,950.41
1188.64,996.60
1131.04,873.74
1212.07,1079.10
839.67,517.27
987.97,787.43
1177.03,490.16
800.35,393.79
1311.09,1228.86
781.77,373.33
950.03,563.58
781.08,273.22
698.47,152.89
802.20,366.84
791.23,262.64
1251.04,1277.30
1167.64,1001.42
896.79,767.98
848.86,255.00
791.04,282.35
665.36,438.85
1005.41,797.81
1136.07,1110.48
1170.94,798.43
862.02,780.21
1054.38,1005.23
1157.24,894.69
1235.92,744.34
1202.86,1110.42
890.73,442.75
730.64,422.39
1013.10,698.48
1072.26,660.35
751.58,252.64
1148.58,1301.83
876.05,282.15
850.02,366.14
1219.07,727.51
835.32,357.33
1101.06,763.99
1441.15,1000.27
1232.82,699.40
715.23,295.89
989.98,541.74
861.65,581.26
1251.16,1105.71
941.16,298.96
1217.56,897.71
1064.99,629.81
851.23,374.93
1189.23,708.86
1101.54,1030.07
1273.11,1170.49
781.78,432.55
1086.69,496.95
1234.35,790.62
763.93,283.64
1081.58,1007.37
1157.85,624.39
1198.70,790.11
1338.78,1064.85
909.06,619.03
1161.36,768.28
997.93,296.06
1382.41,902.98
825.47,348.53
718.34,371.89
699.95,381.37
1252.62,1076.97
1170.53,876.64
1262.84,1304.36
1010.99,718.17
989.24,484.15
1255.52,1131.08
888.42,249.36
594.25,282.52
1199.12,1085.57
773.11,409.44
728.45,213.75
648.01,321.34
942.34,397.02
1043.82,1106.29
502.62,325.73
619.16,204.05
1145.29,1079.37
805.78,522.16
1242.34,999.65
1002.49,547.43
783.16,324.57
1231.10,789.72
1355.65,1150.93
983.28,623.30
1140.60,667.75
882.79,391.10
1011.19,831.71
1265.34,1172.34
991.67,583.23
1085.90,666.94
1160.52,801.03
1151.45,555.03
1047.61,480.43
936.78,410.94
859.90,886.74
779.46,449.83
865.03,535.74
1270.27,776.61
855.83,627.26
1051.12,566.47
785.46,309.59
971.64,299.86
1113.92,1065.69
982.55,427.07
828.32,237.77
1113.13,952.54
793.16,423.60
1017.27,862.03
1067.30,446.89
1309.09,997.61
1284.05,1077.30
1113.93,1006.80
821.16,248.54
811.23,334.19
1037.06,551.68
859.35,424.10
1184.31,878.92
957.90,451.09
1112.60,702.78
1224.69,1022.76
834.40,463.65
1116.60,351.50
828.20,318.66
1145.81,629.18
888.85,329.27
1324.37,953.33
1294.38,1020.63
989.89,813.66
1125.39,442.39
719.94,296.70
1271.11,1215.13
704.48,260.88
693.79,336.21
714.41,276.98
1126.28,704.35
886.65,447.06
978.85,397.24
920.41,528.07
1004.58,346.11
990.35,578.03
1168.09,569.45
1029.34,1038.05
792.44,341.92
610.71,392.90
1204.98,707.65
1208.76,785.64
1220.25,831.67
1266.75,518.29
840.23,238.94
923.02,544.61
903.56,507.24
1248.43,790.25
1106.24,915.30
1012.47,636.98
1029.66,456.84
904.53,370.34
1167.92,995.42
1285.34,1065.04
1090.99,446.53
854.64,396.95
894.65,469.44
878.18,522.91
762.90,265.76
746.23,441.11
1040.55,369.92
1449.93,1123.77
1233.81,1015.57
1118.66,884.97
1356.33,1272.15
925.17,645.84
947.04,285.74
1260.00,757.22
1070.72,813.32
610.57,354.02
918.42,384.74
905.12,374.26
733.68,300.82
1254.40,1098.44
1066.39,817.61
1260.31,1306.78
868.25,499.15
917.47,588.69
1169.32,1262.16
1038.62,646.68
936.77,353.09
698.41,499.89
1270.34,1214.91
1000.87,413.33
738.49,250.40
1265.03,681.23
1279.85,662.70
1024.78,459.01
1010.71,849.24
1266.83,1112.26
1191.13,771.62
1044.15,614.58
1254.79,1047.86
831.27,287.86
1026.49,419.24
1010.95,516.49
1092.75,622.83
1262.76,845.98
1321.56,895.80
639.08,351.66
1075.58,955.01
1154.42,1136.69
885.87,359.45
1005.54,524.13
989.02,307.56
1043.92,712.08
714.83,487.91
988.00,377.81
1066.52,606.44
907.15,330.71
745.02,365.02
805.05,364.86
1160.55,750.50
965.76,529.03
622.61,318.04
1328.06,1208.74
607.89,272.94
725.73,298.18
1248.56,1004.59
797.82,434.21
1271.96,1128.29
959.65,588.23
687.01,309.38
914.87,258.59
842.05,217.32
866.65,570.61
687.20,420.35
822.14,584.98
926.44,379.35
749.32,284.89
1291.52,837.43
931.02,447.52
1115.53,796.07
675.32,365.60
1056.06,723.55
954.56,409.38
778.25,305.78
1014.27,863.79
1273.76,1017.89
1077.54,759.95
1178.05,1278.00
1221.94,944.96
1092.28,619.02
514.96,277.22
964.31,505.53
753.51,305.24
695.31,182.24
1009.41,803.10
1106.64,568.28
1344.30,1003.26
840.87,257.71
855.11,294.38
878.64,632.97
962.25,560.69
1152.17,941.15
1036.62,686.68
707.76,226.31
1066.12,639.27
800.46,310.59
861.49,496.26
738.41,371.72
1137.48,726.09
1304.83,1236.63
1356.34,977.33
894.29,428.13
1014.83,877.19
896.25,331.95
1046.17,960.47
909.35,657.03
735.18,314.26
719.99,256.30
1113.25,1240.47
1234.98,1114.63
1110.39,490.17
1352.24,1299.82
904.46,521.08
1071.17,431.55
908.77,163.43
872.41,298.18
824.64,365.55
1115.61,1015.74
1082.37,747.47
1106.71,1027.96
613.94,371.81
1225.49,1156.11
858.44,334.86
812.92,590.19
1040.96,542.60
1329.06,1059.91
1022.56,1021.04
1193.43,1065.89
906.83,408.67
1140.92,917.68
813.47,429.95
1108.85,631.12
907.89,435.35
806.60,447.05
1295.30,1093.68
927.26,513.11
823.59,419.05
1137.97,448.19
895.42,417.48
780.61,314.07
1275.89,1191.85
989.31,265.64
978.30,405.62
1020.66,532.73
818.05,459.27
608.16,301.15
1328.02,899.14
647.78,332.70
1103.55,533.33
1198.65,684.95
1236.76,1360.84
1005.96,500.09
1339.88,1321.33
1189.03,947.88
1030.41,841.26
1282.37,1017.14
1079.40,701.67
606.24,439.90
590.00,393.86
937.07,299.92
1186.92,893.78
900.78,265.20
1024.01,593.05
1229.76,964.41
1187.17,782.87
764.44,336.62
1080.80,710.84
871.62,507.99
819.33,347.62
1225.45,755.29
856.64,519.35
991.27,635.86
1031.50,359.23
732.64,432.72
1130.32,1009.85
1107.16,384.86
691.17,229.77
742.89,324.06
1194.68,1076.55
1089.54,698.85
804.22,334.62
1144.35,1152.01
1018.64,597.98
671.10,228.11
812.93,382.86
799.53,354.22
1206.77,1024.01
704.90,202.12
1159.51,999.35
1007.29,461.05
934.77,512.83
601.20,211.00
776.60,286.37
1147.09,1273.62
1196.47,905.24
1010.97,803.93
799.67,370.38
1057.63,630.32
1017.00,684.44
874.84,358.92
835.29,419.63
1070.24,490.30
1130.82,1125.69
1095.98,703.47
637.59,296.88
1254.29,1036.75
960.70,346.19
1139.78,1045.06
1291.67,1033.09
901.28,269.61
1043.75,860.83
783.46,359.07
788.18,373.77
1037.74,679.73
1191.18,733.83
967.18,423.04
687.22,289.39
1139.64,637.41
1270.19,1259.63
897.96,428.28
1029.13,636.86
1024.95,439.17
1263.37,738.18
1024.68,394.31
860.78,398.52
771.73,265.05
992.14,459.89
738.31,278.93
1089.57,1258.19
822.81,387.48
1047.72,697.86
998.25,462.55
1160.40,916.05
1154.09,587.08
767.06,245.44
999.98,499.39
890.48,391.16
1050.41,575.89
761.96,538.22
558.85,259.14
1285.39,923.48
1256.79,729.31
726.74,296.02
828.80,384.59
756.04,572.82
585.20,328.31
921.08,480.65
816.69,362.66
1178.85,912.25
1396.07,1318.73
1157.13,999.66
1061.47,612.92
1323.25,821.54
1154.43,941.72
928.22,639.26
1174.80,1231.37
1052.14,424.39
827.81,410.36
1041.88,502.22
996.37,609.28
719.21,324.12
926.46,322.91
764.60,373.65
896.60,244.94
1343.41,1161.01
796.80,497.19
939.80,430.02
1305.39,1260.17
902.11,724.26
1036.04,635.97
888.15,524.27
773.21,191.18
1121.41,526.32
1003.59,625.43
1259.53,934.45
878.59,265.52
1078.29,640.87
913.86,369.31
841.68,451.65
1056.51,843.50
813.33,362.09
1181.39,938.53
1055.65,993.34
942.16,376.46
769.40,340.71
1259.78,733.70
751.74,514.65
832.09,579.27
729.67,376.98
975.21,717.32
1335.33,936.24
909.60,533.33
1111.46,922.97
948.19,405.35
1029.15,522.89
901.78,414.24
770.81,332.39
1136.51,1252.31
1136.68,1263.66
758.91,239.23
795.56,360.76
1207.06,1431.24
850.40,303.43
1240.24,897.78
980.91,412.68
755.54,288.63
834.23,268.03
756.56,278.31
1179.35,1279.41
648.43,328.43
1046.47,693.01
1268.73,1007.25
1198.00,1088.95
998.92,551.12
1234.15,1209.39
1168.87,1024.66
1229.06,737.73
860.03,505.35
771.78,374.51
838.20,356.92
1272.29,1124.29
814.73,342.71
1385.12,1134.32
928.42,502.13
614.79,388.09
762.99,382.21
754.51,420.13
952.89,374.10
884.77,483.57
974.00,361.97
1175.66,837.16
1017.03,432.45
1260.51,1022.52
1061.23,698.96
783.01,180.59
1016.43,218.94
753.36,290.20
748.72,317.37
812.35,432.80
1153.73,588.76
986.95,538.43
884.65,372.41
835.17,395.87
944.09,422.26
830.48,323.15
916.80,432.03
1078.16,869.56
873.41,351.57
1470.47,1053.00
1145.03,619.51
617.92,342.65
745.40,430.63
1052.91,567.38
1135.60,722.07
558.16,338.82
842.01,407.68
1076.55,720.46
633.50,341.15
1072.03,640.22
869.39,344.07
1039.73,533.00
1012.07,492.35
958.41,458.10
978.57,719.08
1141.09,680.32
1237.58,836.11
971.49,364.31
1215.75,780.26
669.49,302.00
1264.66,800.25
1161.24,734.82
894.12,776.60
1331.05,1184.58
950.32,271.72
979.81,372.00
885.34,352.77
936.27,451.69
1121.14,616.59
1053.51,603.10
937.84,617.11
807.77,534.70
1340.28,1181.95
885.71,227.36
726.23,219.61
753.92,353.88
1279.89,1205.57
1366.54,1210.66
674.70,341.20
853.78,378.32
910.18,447.68
1073.43,815.26
1340.04,1100.58
871.19,378.95
933.67,370.69
1070.78,469.69
864.00,410.94
1087.76,930.45
1163.28,1220.37
1018.61,570.00
1150.56,730.05
919.48,555.04
982.26,918.71
1246.43,1172.38
1196.88,941.28
1019.08,417.95
775.42,309.00
1113.79,847.39
1011.75,548.60
1010.45,800.58
1036.98,527.04
727.69,286.29
1448.48,1256.46
1106.94,622.13
996.15,560.88
1222.15,1177.34
792.13,298.60
852.37,489.42
1113.67,607.18
1003.87,561.73
1245.16,1201.51
1326.35,1081.67
716.00,427.53
806.15,374.87
818.38,361.43
1012.31,338.47
746.16,275.11
1250.17,1272.34
813.29,316.65
1084.25,527.24
890.60,337.49
1160.73,898.99
1138.37,692.58
1132.66,561.25
1047.62,387.12
1220.45,841.91
1013.55,491.92
1003.11,359.33
1184.23,1133.49
1176.72,608.99
894.80,240.42
1116.73,976.38
1088.37,775.53
1237.46,1308.54
865.63,206.34
875.60,591.34
996.30,343.92
1381.62,1318.01
779.65,203.17
1103.26,1113.36
1205.25,866.04
837.95,225.51
1333.78,1305.23
909.23,517.43
875.55,392.75
1244.11,982.41
1146.58,1185.51
1281.16,793.47
1238.27,772.11
858.47,607.03
1168.02,1121.93
1403.98,1194.92
1151.89,490.08
1022.86,660.28
848.62,489.70
1128.61,855.68
991.33,549.49
871.95,373.21
710.28,400.94
1192.64,562.29
1100.38,1260.22
979.12,505.05
1108.45,690.67
1008.53,453.44
1020.37,735.90
1115.94,598.51
960.34,483.71
700.97,305.15
826.64,347.78
879.65,285.66
1088.63,428.74
981.55,555.51
892.16,332.50
907.59,216.20
1198.03,864.45
1123.69,1087.26
1160.13,989.54
975.35,374.39
907.90,475.94
984.66,372.06
1124.00,953.66
908.09,441.77
1033.34,585.99
666.28,203.31
899.59,540.03
1192.05,930.93
1075.79,768.09
1080.14,363.95
1139.63,595.97
1140.18,856.78
1182.74,884.80
1130.01,1044.31
892.14,299.36
1299.46,1205.80
1333.62,1329.25
785.71,349.35
785.95,376.14
855.00,429.20
1260.81,859.19
1213.92,891.81
1293.08,899.39
1022.39,847.49
1114.74,648.54
793.06,397.11
1130.25,877.91
591.77,349.52
1296.35,1084.42
1085.13,1023.09
1394.22,1015.78
992.11,422.48
1274.63,1024.01
757.45,245.06
826.55,606.15
1060.61,993.95
1459.46,1170.20
1296.54,1272.26
725.73,328.57
952.45,604.89
890.53,470.78
779.65,415.85
691.66,258.52
1241.07,1017.54
880.99,508.14
1030.76,570.73
820.75,516.14
682.98,383.68
968.98,501.54
1022.04,537.79
890.91,509.43
1170.97,592.94
1106.60,579.49
1121.27,289.50
664.72,338.67
1123.44,568.10
1171.89,1109.73
737.38,210.11
642.65,252.99
1067.28,465.27
1373.85,1153.76
971.62,342.04
920.51,503.88
1061.27,851.87
1162.79,1123.12
914.43,325.97
919.37,454.91
1277.79,917.22
1191.19,813.53
788.91,421.65
914.45,615.84
810.24,305.10
882.76,457.91
870.14,604.18
971.38,437.86
615.19,240.26
1121.08,741.88
597.61,192.94
1037.85,616.52
1137.12,831.36
695.78,173.51
1404.04,1177.90
960.50,629.23
973.87,409.37
1075.82,748.33
841.95,490.01
1113.66,660.37
1040.33,596.62
585.20,361.19
1136.99,703.59
922.14,535.19
713.39,283.28
828.01,466.71
727.69,386.76
778.08,515.97
1257.56,1207.68
785.98,349.76
1118.20,795.93
1340.76,1024.58
1125.01,804.54
880.04,479.64
991.16,526.22
1078.96,1124.59
1011.92,874.82
883.40,378.63
1188.56,632.67
1022.69,444.74
1042.68,854.87
786.89,303.89
886.21,278.70
758.53,286.75
784.42,428.63
1051.52,643.09
745.93,446.88
855.95,368.39
738.87,259.46
850.77,282.37
944.18,446.86
1347.87,1230.55
827.44,380.44
1246.62,853.23
1172.36,990.57
910.76,292.78
1124.09,760.72
1094.96,722.06
825.86,442.52
623.75,399.23
836.05,417.27
1341.22,974.84
1281.37,1237.15
909.50,358.58
878.92,333.39
618.88,258.80
1003.15,718.12
769.63,372.70
1027.64,366.09
814.42,475.99
856.90,512.07
1118.74,836.84
845.16,528.96
1144.59,1046.88
841.96,297.30
1020.87,645.82
1034.87,624.48
807.20,328.56
789.09,343.63
1395.88,1124.03
1102.94,1059.36
901.65,388.68
1045.97,709.57
1155.73,447.84
922.03,593.03
692.91,336.39
1121.18,943.66
1178.88,1312.37
718.48,320.40
843.54,357.72
747.69,281.26
1262.54,971.33
713.33,320.42
781.28,344.81
682.67,630.11
1067.68,634.33
592.58,301.95
1316.23,1052.86
938.88,307.52
935.60,504.61
1037.93,720.98
1113.64,933.00
816.71,367.99
784.32,219.76
1247.77,1043.81
838.10,347.05
1206.42,1007.79
839.81,428.06
1031.06,700.02
977.92,437.76
1015.77,572.43
980.40,451.18
1039.30,790.25
758.06,313.16
1312.97,1059.33
978.29,518.14
572.37,427.53
1139.68,801.64
734.00,339.94
1325.57,1112.69
1178.05,806.27
880.43,418.93
888.19,360.16
1107.47,1002.16
1080.14,888.05
1143.77,1262.31
851.28,354.17
1110.64,592.87
1042.98,668.35
616.04,395.17
699.83,448.23
928.25,461.37
776.31,299.09
844.99,356.58
786.00,885.74
950.51,488.73
1239.03,1329.58
1064.01,436.17
589.76,405.43
1147.81,691.50
819.67,292.85
967.10,342.89
1334.15,1224.09
1124.98,674.94
1142.52,508.19
1258.42,1172.88
953.81,373.54
1215.88,833.28
1023.28,559.57
868.33,365.91
1364.62,1135.69
1199.88,762.00
775.11,383.02
990.09,545.32
959.38,496.48
1163.04,523.71
1299.88,1192.56
868.39,405.10
911.32,501.80
1208.56,1185.75
994.24,321.33
853.23,353.14
991.17,566.22
878.28,316.00
1116.80,668.52
910.11,496.04
742.86,350.60
975.77,451.64
1096.79,851.33
979.04,343.12
756.96,344.23
852.83,470.40
712.09,321.10
654.97,174.97
1275.70,1257.82
676.86,393.94
1203.19,998.53
1107.58,1248.78
1120.54,667.25
1081.98,692.84
957.72,444.35
1343.49,761.92
932.68,554.04
1104.03,568.95
791.09,340.74
951.15,690.42
896.13,392.35
1133.83,908.10
720.23,380.82
1156.94,762.61
1111.79,522.66
1236.23,843.98
986.75,329.78
986.68,521.24
1043.76,605.70
958.55,510.49
1274.14,1167.67
705.95,357.57
1044.71,511.10
1008.40,533.46
1079.95,561.97
1176.40,1027.04
1031.39,644.90
1285.39,1042.73
1048.81,632.53
1160.22,1153.51
949.07,548.98
893.85,535.38
1221.24,1297.16
1020.09,841.97
1318.06,1088.44
970.95,602.16
1410.29,1264.56
1278.31,861.04
894.66,315.58
659.71,350.75
1047.25,484.06
1008.21,601.68
858.30,307.54
771.66,314.85
1374.50,1319.54
905.26,465.59
916.65,608.10
705.68,330.78
1022.45,511.57
1281.24,1018.53
763.34,297.98
876.08,398.63
1123.68,924.55
998.08,452.61
1007.58,332.44
856.51,556.60
1364.28,1178.03
683.04,233.82
873.87,365.79
1133.59,587.79
1136.93,850.45
991.53,510.15
1182.13,955.93
862.56,592.70
1018.53,339.37
1344.41,1360.78
1221.28,1311.46
1136.76,835.51
1050.89,1059.30
971.96,478.43
1263.79,1013.22
1237.61,888.94
1143.48,784.08
800.89,328.00
879.36,366.43
1432.75,1389.21
1350.55,1151.29
783.40,278.47
1261.37,615.77
1166.12,780.23
940.28,308.13
1089.19,1021.47
976.48,464.53
753.79,298.77
735.32,263.79
833.84,346.29
1141.48,562.38
736.27,265.65
1483.96,1257.64
942.10,439.37
1085.49,554.61
1041.17,1262.82
908.09,499.53
1275.52,1263.66
815.60,265.95
1206.04,852.47
1007.12,753.55
770.32,272.01
737.27,253.76
1229.61,1119.62
1433.00,1210.58
907.57,540.37
1057.98,390.26
999.37,539.01
923.14,380.26
1143.05,755.96
1292.77,1260.18
853.41,526.90
1160.62,1055.17
819.78,449.48
801.87,313.15
626.92,211.95
1013.73,597.53
1231.08,1002.18
1256.74,1022.50
704.70,274.32
1112.95,654.98
1237.00,948.51
1065.42,982.27
862.29,376.02
885.78,395.66
858.84,368.15
642.94,404.03
624.83,411.95
980.95,596.02
727.23,309.29
784.54,360.69
952.12,369.69
966.31,339.52
881.41,442.90
1272.95,1206.97
910.03,270.23
1474.66,1276.59
962.41,601.86
955.65,635.08
919.58,694.07
1057.25,515.04
822.10,378.94
889.35,416.99
856.49,371.12
1265.28,1245.73
1294.74,1172.64
993.64,799.83
1280.84,1226.91
666.26,271.53
1114.69,495.28
831.87,302.43
964.55,630.60
681.53,301.15
811.09,258.16
1109.88,1093.16
1233.89,1205.13
1001.93,385.38
829.43,413.46
1049.24,879.20
674.09,331.40
874.68,362.98
959.71,231.84
1191.73,1288.14
883.87,307.78
756.92,249.53
1274.69,1093.55
658.26,363.14
980.69,557.88
1130.59,588.01
828.04,354.09
1163.71,793.94
950.75,434.46
676.49,367.94
1002.68,326.11
1180.28,653.74
1156.30,843.00
1237.65,1185.86
1135.97,570.88
893.07,526.96
1203.88,1021.46
757.60,194.88
729.26,261.22
1245.70,787.26
1195.07,706.32
1147.72,825.13
935.21,313.09
715.20,264.23
1021.70,417.77
1169.95,1085.89
810.32,321.16
945.20,481.75
1008.44,534.01
846.53,470.04
1012.19,528.59
859.54,311.07
1226.40,972.53
1019.22,375.52
769.55,316.78
1296.25,1278.10
956.84,396.53
697.82,319.49
897.98,406.74
908.60,368.89
668.64,330.48
1123.89,827.16
1048.41,1134.11
1119.41,1098.83
960.14,966.36
845.41,274.54
1293.53,1165.79
1217.75,929.31
585.02,385.23
964.08,423.54
1268.23,985.32
806.20,255.10
859.76,286.98
631.11,256.08
1270.77,861.54
781.34,524.24
1052.67,683.75
1096.94,975.01
1062.89,1076.83
1349.65,1161.05
1122.81,897.17
953.78,309.15
1236.06,1254.27
1293.78,1071.88
1021.58,438.49
1178.00,723.79
1310.95,1039.30
1144.06,383.44
828.77,391.97
1125.27,1185.06
989.23,612.62
1275.98,1032.76
797.31,317.80
